Date Made Public,Company,City,State,Type of breach,Type of organization,Total Records,Description of incident,Information Source,Source URL,Year of Breach,Latitude,Longitude
22-Feb-12,Accucom Corporation,Boston,Massachusetts,HACK,BSF,12,"An unauthorized party misused Accucom credentials to make fraudulent $1.00 charges on customer payment cards that were used on affiliated websites.  Credit card numbers, names, and billing addresses may have been accessed. At least 12 New Hampshire residents were affected, but the total number nationwide was not revealed.",Dataloss DB,,2012,42.358431,-71.059773
13-Feb-12,"Alicare, National Retirement Fund",White Plains,New York,DISC,BSF,0,A mailing error caused the Social Security numbers of National Retirement Fund participants to be printed on the outside of a mailed envelope.  Names and mailing addresses were also exposed.,Dataloss DB,,2012,41.033986,-73.76291
30-Aug-12,BMO Harris Bank,Milwaukee,Wisconsin,PORT,BSF,0,"The laptop of an employee who works for a BMO Harris Bank vendor was stolen.  It contained customer names, addresses, and dates of birth. BMO learned of the breach on June 20.",Databreaches.net,,2012,43.038903,-87.906474
12-Apr-08,Allied Waste,Boston,Massachusetts,PHYS,BSO,0,"A strap on a garage truck snapped and sent reams of intact financial reports over downtown Boston 
            streets.",Media,,2008,42.358431,-71.059773
4-Sep-12,Twinspires.com (Churchill Downs Technology Initiatives Company),Louisville,Kentucky,HACK,BSF,0,"TwinSpires.com computer records were breached on August 3, 2012.  Customer names, cryptographically hashed Social Security numbers, dates of birth, and email addresses may have been exposed.  ",California Attorney General,,2012,38.252665,-85.758456
4-Sep-12,CWI Railroad System Specialists,Barto,Pennsylvania,HACK,BSR,0,"A hacker accessed the company's banking system and issued separate payments totalling $190,000 to banks in Virginia.  It is likely that the hacker placed malware in the system in order to make the withdrawal.  The malware has yet to be discovered and it is unclear how long ago the hacker first breached the system.",Databreaches.net,,2012,40.390925,-75.610872
4-Sep-12,Apple,Cupertino,California,HACK,BSR,"1,000,000","Hackers associating themselves with Anonymous claim to have obtained 12 million Apple Unique Device Identifiers (UDIDs) by hacking an FBI agent's laptop.  The hackers offered proof of the breach by posting over one million UDIDs. However, both Apple and the FBI are denying that an FBI agent would have access to that information and keep it on a laptop. The hack occurred in March. Apple replaced the types of identifiers the hackers appear to have obtained and will discontinue their use.",Media,,2012,37.322998,-122.032182
11-May-11,Michaels Stores Inc.,New York,New York,CARD,BSR,"94,000","A number of PIN pads in Chicago-area Michaels stores were found to have been tampered with.  Michaels checked 7,200 PIN pads in 964 US stores.  Fewer than 90 pads were found to have been compromised, but the affected pads were in 20 states. Michaels expects the process of replacing the pads to last about 15 days. The number of affected customers is in the tens of thousands. PIN pads in Canada will also be checked.The Chicago-area was the hardest hit; 14 stores had compromised PIN pads. Customers who used their debit or credit cards at Michaels are encouraged to monitor their transaction records. Michaels Stores released an official statement.UPDATE (05/19/2011): A suit seeks class-action status and more than $5 million in damages for people whose credit and debit accounts were compromised by the breach.  The lawsuit claims that Michaels failed to protect customers from ""cyber-pickpockets"" who stole sensitive banking information from checkout keypads at stores in 20 states. Michaels is accused of knowingly violating federal and state law by failing to take reasonable steps to safeguard customers' personal information.  Michaels is also accused of failing to alert customers as soon as the security breach was discovered. There is now a theory that thieves used a combination of  ""false card readers"", wireless cameras or electronic membranes placed over keypads to collect the PINs and card information of MIchaels' customers. This allowed them to create fraudulent debit and credit cards.UPDATE (05/31/2011): A second lawsuit was filed in late May.  The new suit also seeks class-action status.  It alleges that Michaels failed to safeguard shoppers' credit and debit PINs and other information.  The second lawsuit was filed by an Illinois resident who saw over $1,000 in fraudulent charges after making an $18.16 purchase at Michaels.UPDATE (06/20/2011): An extensive fraud case has hit multiple areas of Oregon.  Over 250 people have reported fraudulent charges related to cards that were used at Michaels stores.UPDATE (06/27/2011): Four suspects were caught making fraudulent debit card transactions on camera.  The images have been distributed by investigators hoping that someone in the Beaverton, Oregon area will recognize one or more of the people.  Additionally, Michaels now faces a total of four lawsuits related to the data breach.UPDATE (07/13/2011): A number of Iowa residents began reporting debit card fraud that could potentially be related to the Michaels breach.UPDATE (03/21/2012): Two men will be sentenced for their roles in setting up phony debit and credit card pads in the 84 Michaels stores.  Each pleaded guilty to one count of conspiracy to commit bank fraud, one count of bank fraud, and one count of aggravated identity theft. A total of 94,000 credit and debit card account numbers were stolen.UPDATE (07/30/2012): The two men were each sentenced to 36 months in prison for conspiracy to commit bank fraud.  An additional 24 months were added for aggravated identity theft.  The must also pay $42,000 in restitution and will have five years of supervised release.",Databreaches.net,,2011,40.714353,-74.005973
11-Sep-12,WhatGreatSkin.com (Healing Touch Day Spa Inc.),Nipomo,California,HACK,BSR,0,"The WhatGreatSkin.com servers were hit by an organized attack on the afternoon of August 28.  Hackers may have accessed customer names, addresses, and credit card details. Customers were warned to be cautious of phishing attempts for Social Security numbers, credit card information, or any other personal information.",California Attorney General,,2012,35.042755,-120.475999
11-Sep-12,Carmichael Company,Vallejo,California,PORT,BSF,0,An electronic filing report was found during a raid.  The report contained tax return information such as Social Security numbers. ,California Attorney General,,2012,38.104086,-122.256637
11-Sep-12,Northwestern Mutual and One America - American United Life,Indianapolis,Indiana,INSD,BSF,"3,000","A former financial planner stole sensitive information from approximately 3,000 clients and used it to open new accounts, make purchases, receive cash advances, and reroute client mail until his arrest in August of 2011.  Client names, Social Security numbers, contact information, and financial account information were exposed. He was sentenced to two years in prison and three years of probation.  He will also have to pay $48,488.66 in restitution.  ",Databreaches.net,,2012,39.768516,-86.158074
16-Feb-12,"Horry Telephone Cooperative, Inc. (HTC)",Conway,South Carolina,HACK,BSR,0,"Unauthorized attempts were made to illegally transfer funds from an HTC bank account between February 1 and February 3 of 2012. The unauthorized party or parties were able to view a limited amount of automated payment records being processed by a third party vendor.  Names on customer bank accounts used for automated payments to HTC, customer bank account numbers used for automated payments to HTC, bank routing numbers used for automated payments to HTC, and customer HTC account numbers were exposed. HTC internal databases were not accessed.",Dataloss DB,,2012,33.836003,-79.047814
21-Feb-12,"Hagerty Insurance Agency, LLC",Traverse City,Michigan,DISC,BSF,0,"An administrative change on www.hagerty.com exposed the personal information of consumers.  Names, addresses, driver's license numbers, policy numbers, email addresses, phone numbers, and dates of birth were temporarily available online.  The error occurred late in the afternoon of February 14 and was corrected during the afternoon of the following day.",Dataloss DB,,2012,44.763057,-85.620632
16-Feb-12,D.R. Horton Inc. (DHI Mortgage),Fort Worth,Texas,UNKN,BSF,0,"A software security incident caused the personal information of mortgage applicants to be exposed. Unknown external sources caused a breach that compromised customer Social Security numbers, dates of birth, income data, and assets and liabilities information. The breach was discovered on February 10 at DHI's Internet Loan Prequalification System.",Dataloss DB,,2012,32.725409,-97.32085
16-Sep-12,"Lincoln Financial Securities Corporation, Red Boat Advisor Resources",Concord,New Hampshire,HACK,BSF,"4,657","A server that held TIFF images of customer financial applications was accessed by an unauthorized party between January and early April of 2012. Customers who applied for brokerage accounts, life insurance and annuities, and provided other financial applications may have had their names, Social Security numbers, addresses, email addresses, government issued identification numbers, and financial account information exposed.  Named beneficiaries and other family members may have also had their information exposed.",PHIPrivacy.net,,2012,43.208137,-71.537572
21-Feb-12,China East,Wauwatosa,Wisconsin,INSD,BSR,0,A dishonest employee was caught with a backpack full of customer financial information.  A resident reported the employee when he saw someone checking his mail for packages.  Police investigated and were able to uncover fraudulent activity.  At least 10 purchases were made with customer debit and credit cards between January and February.,Dataloss DB,,2012,43.049457,-88.007588
20-Sep-12,Transcend Capital,Austin,Texas,HACK,BSF,236,"A hacker breached a data server located at a Transcend Capital branch during the week of August 20.  Client names, Social Security numbers, addresses, account numbers, telephone numbers, email addresses, security positions, and cash positions may have been exposed.  Clients were encouraged to change their passwords.  A total of 236 clients who are California residents were affected, but the total number of clients affected nationwide was not disclosed.",California Attorney General,,2012,30.267153,-97.743061
27-Sep-12,Rite Aid Corporation,Camp Hill,Pennsylvania,DISC,BSR,0,"A customer using RiteAid's mobile app to check a prescription noticed that he was able to access the names, addresses, and prescription records of other customers.  The customer was able to identify some of the problems by using his computer science background.  He noticed there was no secure login tied to web service calls made from the smartphone application.  The customer was able to correspond with several RiteAid representatives and RiteAid began to address some of the security concerns.",PHIPrivacy.net,,2012,40.239812,-76.919974
13-May-11,Anthem Blue Cross,Westlake Village,California,DISC,BSF,"31,125","Letters soliciting dental and vision coverage were mailed to current Anthem customers.  A priority code composed of the customer's Social Security number and two extra digits was printed on the outside of each envelope.  One customer noticed the error and contacted the media.  Anthem admits that an error occurred, but did not reveal the cause. Anthem is working to prevent this type of breach from happening again and was in the process of notifying customers of the error as of May 12. UPDATE (10/01/2012): Anthem experienced the marketing mailer error on April 27, 2011.  The State of California settled with Anthem in September of 2012. Anthem agreed to pay $150,000 and to make significant improvements to its data security procedures to prevent future errors of a similar type..",PHIPrivacy.net,,2011,34.138456,-118.849985
8-Oct-12,GreenStone Homes,Columbus,Ohio,PHYS,BSO,0,A pile of thousands of documents were found in the street. Two bags were stuffed with financial information such as tax returns with Social Security numbers. The information was found in the driveway of a model home that had been foreclosed in July 2011.,Databreaches.net,,2012,39.961176,-82.998794
17-Feb-12,Speedy Recovery Services,Lithonia,Georgia,HACK,BSO,454,"An unauthorized party or parties used Speedy Recovery Services' Experian login to view consumer information.  The unauthorized access took place between December 12, 2010 and January 21, 2012.  Social Security numbers, dates of birth, and account numbers may have been exposed.",Dataloss DB,,2012,33.712331,-84.105194
14-Feb-12,"American Stock Transfer & Trust Company, LLC, Mesa Royalty Trust",New York,New York,DISC,BSF,0,"A mailing error caused personal information to be exposed.  Beneficiary statements containing tax information for 2011 were sent by postal mail on April 2, 2012.  The statements were mailed to incorrect addresses and exposed names, home addresses, and tax identification numbers of intended shareholders. The error was discovered on April 6.",Dataloss DB,,2012,40.714353,-74.005973
14-Feb-12,"America Stock Transfer & Trust Company, LLC",New York,New York,HACK,BSF,0,"Shareholder 1099 forms were sent to the wrong addresses due to a mailing error.  Names, home addresses, and tax identification numbers could have been viewed by incorrect parties.  The forms were mailed on January 17 and the error was discovered on January 18.  ",Dataloss DB,,2012,40.714353,-74.005973
13-Feb-12,#1 Chat Avenue,,Kansas,HACK,BSO,39,"A hacker or hackers accessed and posted online information.  A total of 39 administrator and moderator usernames, email addresses, and salted passwords were exposed.",,,2012,39.011902,-98.484247
6-Jan-12,Planet Smoothie,Atlanta,Georgia,INSD,BSR,130,A dishonest employee used a skimming device to copy customer credit and debit card information.  The former employee was arrested for stealing and misusing the customer payment information.  The fraudulent activity occurred throughout 2011.,Dataloss DB,,2012,33.748995,-84.387982
8-Jan-12,Hydrogen Software,Columbia,Montana,HACK,BSR,201,A hacker or hackers accessed and posted online information.  A total of 201 usernames and hashed passwords were exposed.,Dataloss DB,,2012,0.88337,-70.43335
9-Jan-12,"Employ Bridge (Staffing Solutions), Tempo Real Estate Corporation",Atlanta,Georgia,PHYS,BSO,0,"Thousands of personal documents were found in a recycling dumpster.  The documents likely contained employment information such as full names, addresses, phone numbers, email addresses, and work histories. They were taken from an office in Alpharetta without the company's knowledge or permission.  A landlord with Temp Real Estate Corporation sent a cleaning crew to clean out the office after incorrectly believing Employ Bridge's lease had expired.  ",Media,,2012,33.748995,-84.387982
10-Jan-12,B-K Lighting,Madera,California,HACK,BSO,"3,410","A hacker or hackers accessed and posted online information.  A total of 3,410 names, addresses, usernames, passwords, phone numbers, and email addresses were taken from bklighting.com and exposed.",Dataloss DB,,2012,36.961336,-120.060718
12-Jan-12,FileDen,Palo Alto,California,HACK,BSO,"4,504","A hacker or hackers accessed and posted online information from the popular file sharing website.   A total of 4,504 usernames, passwords, and email addresses were exposed.",Dataloss DB,,2012,37.441883,-122.14302
11-Jan-12,Virtual Jerusalem,Los Angeles,California,HACK,BSO,214,"A hacker or hackers accessed and posted information online.  A total of 214 usernames, email addresses, and hashed passwords were exposed.",Dataloss DB,,2012,34.052234,-118.243685
16-Jan-12,T-Mobile,Bellevue,Washington,HACK,BSR,44,"A hacker or hackers accessed and posted online information.  A total of 44 employee names, email addresses, phone numbers, and passwords were exposed.",Dataloss DB,,2012,47.610377,-122.200679
10-Oct-12,PlaySpan,Foster City,California,HACK,BSR,"100,000","A hacker or hackers accessed PlaySpans computer system.  User IDs, encrypted passwords, and email addresses of online players were exposed.  Users are advised to immediately change their passwords and also any similar passwords for other logins associated with compromised email addresses. PlaySpan Marketplace may have also been affected and could be linked to user financial information.",Media,,2012,37.558547,-122.271079
12-Oct-12,AutoCarry,North Bergen,New Jersey,PHYS,BSO,100,"An office burglary that occurred on October 10 resulted in the exposure of customer information.  Paper documents that contained credit card numbers, addresses, and other personal information were taken.",Databreaches.net,,2012,40.794175,-74.02496
12-Oct-12,Korn/Ferry International,Los Angeles,California,HACK,BSO,0,"A cyber breach affected Korn/Ferry databases.  Names, Social Security numbers, driver's license numbers, government-issued identification numbers, credit card numbers, and health information may have been exposed.  The information may have been available to unauthorized parties for months before the breach was discovered in August of 2012.",Databreaches.net,,2012,34.052234,-118.243685
24-Oct-12,Vermont State Employee's Credit Union (VSECU),Montplier,Vermont,PORT,BSF,0,"Two unencrypted backup tapes were discovered missing on September 10.  They were lost sometime between August 27, and September 10.  Names, Social Security numbers, financial account information, driver's license numbers, and transaction records were exposed.",Databreaches.net,,2012,44.260059,-72.575387
26-Oct-12,"Alabama Department of Human Resources, Vinson Guard Service Inc., Jefferson Davis High School",Montgomery,Alabama,UNKN,BSO,0,"An alert stating that the United States Attorney's Office is prosecuting cases related to the theft of personal identifying information and misuse of that personal identifying information was released.  The information was stolen between January 1, 2009 and March 25, 2011.  People from various organizations may have had their information misused to prepare fraudulent tax returns.",PHIPrivacy.net,,2012,32.366805,-86.299969
25-Oct-12,L&D Chinese Buffet,Butte,Montana,INSD,BSR,0,"Two dishonest employees misused customer credit card information to make more than $26,000 in fraudulent purchases.  The two men face a maximum of 10 years in prison and a $50,000 fine for each of six counts of deceptive practices. The men were arrested on July 29.  ",Databreaches.net,,2012,46.003823,-112.534778
29-Oct-12,"Abilene Telco Federal Credit Union, Experian",Abilene,Texas,HACK,BSF,847,"A hacker or hackers were able to access an Abilene Telco Federal Credit Union employee's computer in September 2011.  The Bank's online account with Experian was then used to download the credit reports of 847 people.  Social Security numbers, dates of birth and detailed financial data were exposed.",Dataloss DB,,2012,32.448736,-99.733144
22-Oct-12,Compete Inc,Boston,Massachusetts,DISC,BSO,0,"Compete Inc. reached an agreement with the Federal Trade Commission regarding the collection of consumer information. Compete agreed to obtain end users' consent before collecting future online browsing data.  Compete will also delete or anonymize consumer data already collected and provide direction for removing tracking software installed on the computers of those who had their data collected. FTC charged that Compete failed to adequately describe two products used to collect details about end users' browsing habits.  A toolbar and input panel were used to collect extensive information about consumer activities and transmit the information in clear readable text to Compete's servers.  All websites visited by, links followed by, and advertisements displayed to Compete consumers were collected and stored.",Dataloss DB,,2012,42.358431,-71.059773
10-Oct-12,Equifax,Atlanta,Georgia,DISC,BSF,"17,000","Equifax settled charges with the Federal Trade Commission after it was discovered that Equifax Information Services improperly sold lists of consumer data.  People who were late on their mortgage payments had their information sold to firms that should not have received the information and subsequently resold it to other firms.  Equifax agreed to pay nearly $1.6 million to resolve charges that it violated the FTC and Fair Credit Reporting Acts. The settlement prohibits Equifax from providing prescreened lists to unauthorized parties, having poor procedures for releasing prescreened lists, and selling prescreened lists in certain circumstances.",Media,,2012,33.748995,-84.387982
30-Oct-12,HSBC Bank USA National Association,New York,New York,INSD,BSF,0,"An employee resigned and left with customer account information.  Names, Account numbers, account types, and phone numbers may have been exposed.  The breach occurred in late July.",California Attorney General,,2012,40.714353,-74.005973
7-Nov-12,"4Access, National Processing Company",Louisville,Kentucky,HACK,BSF,0,"An unauthorized person may have gained access to the computer network that supported certain 4Access terminals.  These terminals were connected to a computer network that allowed merchant transaction processing.  The unauthorized entry was discovered on September 24.  Check processing information stored in the network such as check writer's name, checking account and routing numbers, address, and driver's license number may have been accessed. No credit card information was exposed.  ",California Attorney General,,2012,38.252665,-85.758456
4-Nov-12,"Symantec, ImageShack",Mountain View,California,HACK,BSO,"1,000","A hacking spree resulted in unauthorized access to the ImageShack server and a Symantec portal. Names, phone numbers, emails, domains, passwords, usernames, and other information were exposed.",Dataloss DB,,2012,37.386052,-122.083851
13-Nov-12,"Sprechman & Associates, P.A. ",Miami,Florida,INSD,BSF,0,"An employee may have performed unauthorized searches on clients.  The employee is no longer with the company.  Names, Social Security numbers, addresses, dates of birth, and driver's license numbers may have been exposed.  The potential breach was discovered in July and clients were notified in October after their contact information was confirmed.",California Attorney General,,2012,25.788969,-80.226439
11-Nov-12,Labelmaster (American Labelmark Company),Chicago,Illinois,HACK,BSO,0,"A hacker accessed the e-commerce site labelmaster.com.  Customer names, addresses, credit card numbers, and credit card expiration dates were exposed.  ",Databreaches.net,,2012,41.878114,-87.629798
10-Nov-12,Bob Ward & Sons,Bozeman,Montana,HACK,BSR,0,"The Bob Ward & Sons website was hacked on June 6, 2011.  Customers who made online purchases between May 31 and August 3 of 2012 may have had their names, addresses, and credit card information exposed.  Ward became aware of the issue when he received a notice from Discover that revealed some customers had experienced fraudulent charges.  ",Databreaches.net,,2012,45.68346,-111.050499
12-Oct-12,FEI Company,Hillsboro,Oregon,PORT,BSR,0,"The August 29 theft of a laptop resulted in the exposure of employee information.  Employee names, Social Security numbers, information related to taxpayer I.D., dates of birth, home addresses, and employment information such as salaries were exposed.",Databreaches.net,,2012,45.522894,-122.989827
19-Nov-12,American Tool Supply (ATS),Suwanee,Georgia,HACK,BSR,617,A hacker gained access to the ATS system and may have accessed financial information.  The attack was discovered on August 1 and financial information was immediately removed from the ATS online system.  ,California Attorney General,,2012,34.05149,-84.0713
14-Nov-12,Adobe,San Jose,California,HACK,BSO,230,"A hacker released the names, email addresses, and encrypted passwords of 230 members of Adobe's company database.  The hacker claimed to have access to over 150,000 records.  Adobe announced that it would reset approximately 150,000 passwords of members of the Connectusers.com site.UPDATE (11/14/2012): The 230 people who were affected also had their titles, affiliated organizations, and usernames exposed.  A number of those affected were associated with U.S. government agencies such as the Department of Transportation, the Department of Homeland Security, the U.S. State Department, and the Federal Aviation Administration.",Databreaches.net,,2012,37.339386,-121.894956
10-Nov-11,Steam (The Valve Corporation),Bellevue,Washington,HACK,BSR,"35,000,000","The November 6 defacement of Steam forums led to an investigation that revealed hackers had accessed a Steam database with sensitive user information. The database contained user names, hashed and salted passwords, game purchases, email addresses, billing addresses, and encrypted credit card information.  Users were prompted to change their Steam forum passwords and encouraged to change their Steam account passwords.  Anyone using their Steam forum password for other websites should change their password since hackers could have obtained email address and password combinations. Steam is the Valve Corporation's social-distribution network.  People who use the company's online gaming content were affected.UPDATE (11/16/2012): A judge dismissed a class action lawsuit related to the November 6, 2011 breach.  The plaintiffs of the lawsuit used Steam to purchase and access online gaming content. They alleged present and future harm as a result of the breach.  According to the judge who dismissed the lawsuit, the plaintiffs did not prove that they were harmed by the Steam breach.",Databreaches.net,,2011,47.610377,-122.200679
20-Jun-12,"Gotickets, Inc.",Libertyville,Illinois,HACK,BSR,0,"Customers who used a payment card on www.gotickets.com may have had their personal and financial information exposed. An investigation revealed that an unauthorized group accessed shipping, billing, and credit card data related to purchases made through the website between May 22 and May 30, 2012.  UPDATE (11/30/2012): At least 105 customers in Maryland may have been affected. It is unclear how many people nationwide are at risk.  It appears that GoTickets continued to experience online breaches in July.  GoTickets updated their online system to increase password security, reduce the number of administrative accounts used, and took additional precautions against future attacks.",California Attorney General,,2012,42.283079,-87.95313
27-Nov-12,"Pinnacle Foods Group, LLC",Clinton,Wisconsin,PORT,BSR,"1,818","A laptop taken from an employee's home on October 11 contained sensitive information.  It contained names, Social Security numbers, driver's license numbers, credit card numbers , and other personal information.",Databreaches.net,,2012,42.557793,-88.865107
7-Dec-12,Pinkerton Government Services (PGS),Washington,District Of Columbia,STAT,BSO,0,"The November 15 office theft of several computers may have resulted in the exposure of current and former employee information.  PGS believes that the computers were stolen for their hardware and software value rather than the information they contained.  Some former and current PGS employees had their names, addresses, Social Security numbers, and possibly other types of information exposed.",California Attorney General,,2012,38.895112,-77.036366
10-Dec-12,"Accume Partners, WeiserMazars",Moorestown,New Jersey,PORT,BSF,0,"The October 10 theft of a laptop resulted in the exposure of sensitive information.  A WeiserMazars employee had a laptop stolen that contained names, Social Security numbers, and in some cases, addresses, dates of birth, 401(k) information, and payroll information for Accume Partner 401(l) Plan participants.  WeiserMazars audits the statement of net assets available for Accume Partner's 401(k) plan.  WeiserMazars notified Accume Partners on October 31 and Accume Partners sent notifications to those who may have been affected on November 16.",California Attorney General,,2012,39.968882,-74.948886
12-Dec-12,"Wilton Brands, LLC.",Woodridge,Illinois,HACK,BSR,0,"Wilton learned that a malicious user was able to view user information between July 19 and October 2 of 2012.  The user had added a file to a computer server that hosts www.wilton.com and www.copco.com.  Names, addresses, telephone numbers, and payment card numbers, expiration dates, and security codes may have been accessed.  The discovery was made sometime around October 31 and notifications were sent on December 10.The malicious user was unable to access payment card information between October 2 and the discovery of the breach on October 31 because Wilton changed its payment processing system on October 2.  Wilton took additional security measures after learning of the breach on or around October 31.",California Attorney General,,2012,41.746975,-88.050341
17-Dec-12,"Library Systems and Services, LLC",Germantown,Maryland,PORT,BSO,0,"A laptop was discovered lost or stolen on November 5, 2012.  The possible theft is presumed to have taken place sometime around October 31, 2012.  The laptop may have contained employee names, Social Security numbers, addresses, and dates of birth.",California Attorney General,,2012,39.173162,-77.27165
20-Dec-12,"Jetro, Restaurant Depot",College Point,New York,CARD,BSR,0,"Customers who used payment cards in several store locations discovered fraudulent charges on their debit and credit cards.  It is unclear if a breach affected the physical machines in the stores or if the payment processing system was hacked.  The company discovered the issue on December 4 and an investigation revealed that the intrusions began on November 7, 2012.  Anyone who used their payment card in a store between November 7 and December 5 of 2012 should closely review their financial statements.  Customers are also warned to be suspicious of phishing emails or phone calls.  Customers should not give their information out over the phone or respond to emails asking for sensitive information.",California Attorney General,,2012,40.786395,-73.838966
13-Dec-12,Yolo Federal Credit Union,Woodland,California,CARD,BSF,0,"A skimming device on an ATM resulted in fraudulent transactions on over 800 accounts.  The fraudulent transactions appear to date from October 27, 2012 to November 7, 2012. It is not clear how many skimming devices were involved and where they were located.",California Attorney General,,2012,38.678516,-121.773297
17-Dec-12,World Travel Holdings (WTH),Wilmington,Massachusetts,HACK,BSO,0,An unauthorized party accessed WTH's booking system by misusing the log-in credentials of an authorized user.  Encrypted credit card numbers and expiration dates that were stored and could be decrypted in the system were exposed.,California Attorney General,,2012,42.548171,-71.172447
21-Dec-12,"Skagit Valley Casino Resort, Bally Technologies Inc.",Las Vegas,Nevada,PORT,BSR,0,"An electronic device was stolen from the home office of an employee of Bally Technologies.  The electronic equipment contained names, Social Security numbers, driver's license numbers, and bank account information.  The equipment may have been stolen for its resell value rather than the value of the information.",California Attorney General,,2012,36.114646,-115.172816
11-Mar-11,Walgreens Co.,Deerfield,Illinois,INSD,BSR,0,"According to a complaint filed against Walgreens, Walgreens sold confidential information of customers to data mining companies who resold it to pharmaceutical companies.  Walgreens is accused of receiving payment for prescription information that only patients had the right to sell. Walgreens sells patient data that includes sex, age group, state, ID number of the providing doctor and the name of the drug that is taken.",PHIPrivacy.net,,2011,42.171137,-87.844512
13-Dec-12,Walgreens,San Diego,California,PHYS,BSR,0,"Walgreens was ordered to pay $16.57 million as a part of a settlement of a civil environmental prosecution.  Walgreens was accused of illegally dumping hazardous waste as well as confidential customer medical information.  It is unclear what type of customer medical information was mishandled.UPDATE (12/13/2012): The civil enforcement lawsuit was first filed in Alameda County in June of 2012.  It was the result of investigations that took place in San Diego County in the summer and fall of 2011. Investigators discovered that ""Walgreens routinely and systematically sent hazardous waste to local landfills and failed to take measures to protect"" customer medical privacy.",PHIPrivacy.net,,2012,32.715329,-117.157255
30-Mar-07,"Curb Your Enthusiasm Inc., Home Box Office (HBO)",Santa Monica,California,DISC,BSR,16,"A software configuration problem caused personnel information stored on a Curb employee's home computer to be accessible through the Internet.  Employees may have had their names, Social Security numbers, addresses and telephone numbers exposed.",Dataloss DB,,2007,34.019454,-118.491191
31-Dec-12,"Sunview Vineyards Of California, Inc.",Delano,California,PORT,BSR,0,"An office theft of an unencrypted laptop on or around December 15 resulted in the exposure of confidential personal information.  The laptop contained an Excel spreadsheet with workers' compensation information such as names, Social Security numbers, telephone numbers, and other workers' compensation claim or injury information.",California Attorney General,,2012,35.768843,-119.247054
2-Jan-13,Rosenthal Collins Group,Chicago,Illinois,HACK,BSF,0,"An unauthorized intrusion was detected on the morning of Tuesday November 27.  The unauthorized access began on November 26 and access to the breached web application was immediately shut down upon discovery.  Customers who completed Rosenthal Collins Group account forms online may have had their names, Social Security numbers, addresses, dates of birth, range of net worth and income, bank names, passwords for accessing the web application, and email addresses exposed.",California Attorney General,,2013,41.878114,-87.629798
4-Jan-13,Reyes Beverage Group,Rosemont,Illinois,DISC,BSR,0,A report containing the names and Social Security numbers of a group of Reyes Beverage Group's California employees was accidentally sent to the personal email address of an employee of Reinhart Foodservice.  Reinhart Foodservice is a Reyes Holdings company as well.  It is unclear how the email was accidentally sent and why it ended up in the personal email of an employee at a different division.,California Attorney General,,2013,41.9891,-87.871474
27-Nov-12,Sourcefire,Columbia,Maryland,PORT,BSO,500,The November 6 theft of an unencrypted laptop may have resulted in the exposure of employee Social security numbers.  It is unclear if other types of information were also exposed.  A total of 500 employees may have been affected.  ,Media,,2012,39.203714,-76.861046
6-Jan-13,"Oldcastle APG, Inc.",Atlanta,Georgia,PORT,BSR,"5,083","A laptop was stolen from an employee's car on or around December 10.  APG employees may have had their names, Social Security numbers, bank account information, and other information exposed.  ",Databreaches.net,,2013,33.748995,-84.387982
24-Sep-11,"Electronic Data Systems, Hewlett-Packard Enterprise Services, Alabama Department of Corrections",Montgomery,Alabama,INSD,BSF,250,"A dishonest employee accessed the Electronic Data System's database of names and Social Security numbers of student loan borrowers.  The former employee then used the information to file false tax returns in 2009.  Sentencing is scheduled for December 19, 2011 and involves a minimum of two years in prison, a maximum of 354 years in prison, and a maximum fine of $6,250,000.UPDATE (12/22/2011): The dishonest employee was sentenced to 94 months in federal prison for stealing the identities of student loan borrowers, and for giving them to a co-conspirator who used them to file false tax returns. Tens of thousands of names and Social Security numbers were stored at the employee's home.UPDATE (12/17/2012): A second person was sentenced to federal prison for participating in the identity theft scheme.  She worked in the central records office for the Alabama Department of Corrections and was able to provide other conspirators with sensitive information from state databases. She was sentenced to 50 months in prison for conspiracy, wire fraud, and aggravated identity theft. Restitution in the amount of $113,000 was also required.",Databreaches.net,,2011,32.366805,-86.299969
7-Dec-12,Rock Bottom Auto Sales,Hudson,Florida,PHYS,BSR,0,"At least eight garbage bags that were left unattended on a dirt road contained sensitive documents.  A woman found the bags and reported the issue to a local news team.  The paperwork included credit applications with names, driver's license information, and Social Security numbers.  ",Databreaches.net,,2012,28.364449,-82.693434
27-Nov-12,Pulaski Bank,Overland Park,Kansas,PHYS,BSF,0,An employee left sensitive loan application documents in a vehicle while at the gym.  The documents were stolen and included loan applicant tax returns. The breach occurred in September.,Databreaches.net,,2012,38.982228,-94.670792
21-Nov-12,Oak River Insurance Institute,San Francisco,California,INSD,BSF,"2,700","An employee disclosed personal information about workers compensation claimants between October 2011 and March 2012.  Workers compensation claimants who received spinal surgery in Southern California between 2004 and 2011 or had urinalysis testing, diagnostics or medical services performed in California between 2006 and 2011 may have had their information exposed.It does not appear that Social Security numbers or other identifying information exposed were used to compromise the security, confidentiality, or integrity of the personal information. UPDATE (11/23/2012): About 2,700 workers' compensation claimants were affected.",California Attorney General,,2012,37.77493,-122.419416
